FOV,by,detector,color,index,label,y,x
2,detector,spectral,blue,0,7.0,34.76767252604215,70.57348324011787
2,detector,spectral,blue,1,15.0,81.31957813856451,42.50993212624997
2,detector,spectral,blue,2,16.0,88.04434565013314,49.49089464071972
2,detector,spectral,blue,3,10.0,63.70204335149364,87.96006650859223
2,detector,spectral,blue,4,14.0,74.37771723440066,86.69264351429894
2,detector,spectral,blue,5,17.0,90.91499443487098,91.11349451763488
2,detector,spectral,blue,6,20.0,99.36699585154231,94.30270441209758
2,detector,spectral,blue,7,19.0,98.71700961973784,157.28320669229737
2,detector,spectral,blue,8,4.0,15.308808844772924,265.0674658593702
2,detector,spectral,blue,9,6.0,23.76468841070892,352.63701446672616
2,detector,spectral,blue,10,8.0,35.68350356945769,415.5304735912042
2,detector,spectral,blue,11,5.0,18.737167729661103,428.7215010862405
2,detector,spectral,blue,12,9.0,60.70604235447289,266.3779180320236
2,detector,spectral,blue,13,11.0,64.37535024748345,268.68810110428404
2,detector,spectral,blue,14,12.0,68.1577756006416,269.8737448159738
2,detector,spectral,blue,15,13.0,73.02119598645154,309.0760380547137
2,detector,spectral,blue,16,18.0,96.81608862991004,387.7862605789381
2,detector,spectral,blue,17,21.0,115.85658749634324,322.47374651142013
2,detector,spectral,blue,18,22.0,130.77296761721564,259.4267270113272
2,detector,spectral,blue,19,23.0,149.83324333133845,296.8774056161656
2,detector,spectral,blue,20,24.0,167.74389703722397,385.4007047613266
2,detector,spectral,blue,21,25.0,174.54891543240177,476.1043171802684
2,detector,spectral,blue,22,27.0,183.80317601507332,480.8610818475058
2,detector,spectral,blue,23,26.0,185.6140379434081,51.635550791466834
2,detector,spectral,blue,24,28.0,192.02915796103045,29.49376087716969
2,detector,spectral,blue,25,32.0,226.2292754068468,50.71851298563085
2,detector,spectral,blue,26,31.0,221.79591267926585,94.71015807773594
2,detector,spectral,blue,27,30.0,209.94446677032445,206.477563061013
2,detector,spectral,blue,28,29.0,205.15851265012856,268.85035597980374
2,detector,spectral,blue,29,34.0,266.1589231172085,52.88555666111422
2,detector,spectral,blue,30,36.0,316.03186323945937,63.52765925707867
2,detector,spectral,blue,31,37.0,319.09091856717936,97.144397271133
2,detector,spectral,blue,32,38.0,326.79373570886946,99.18482101820896
2,detector,spectral,blue,33,41.0,350.328879156457,261.16656851367105
2,detector,spectral,blue,34,39.0,328.0,462.5173550488404
2,detector,spectral,blue,35,40.0,345.48492478190394,505.9342599862413
2,detector,spectral,blue,36,42.0,380.8889316254642,119.40670014106058
2,detector,spectral,blue,37,43.0,396.3445062879107,121.04525901826848
2,detector,spectral,blue,38,44.0,440.1458913466049,133.8596990252184
2,detector,spectral,blue,39,46.0,459.1177602230161,118.91428458722513
2,detector,spectral,blue,40,48.0,467.1788558583682,124.40466231002236
2,detector,spectral,blue,41,45.0,455.3610058999644,337.9920007009846
2,detector,spectral,blue,42,47.0,462.90445672271136,339.30570231597045
2,detector,spectral,blue,43,49.0,469.30326876837137,340.956605853182
2,detector,spectral,blue,44,50.0,486.4525303244461,404.0
2,detector,spectral,green,0,6.0,33.053692395362056,65.85052023169473
2,detector,spectral,green,1,14.0,78.74242236685086,37.357098845604725
2,detector,spectral,green,2,15.0,85.51046186291187,45.00064237753334
2,detector,spectral,green,3,9.0,60.50808668698286,83.36263843457479
2,detector,spectral,green,4,13.0,72.07140548274775,82.40069610939663
2,detector,spectral,green,5,16.0,88.65284405285185,86.54836846120642
2,detector,spectral,green,6,19.0,96.95977762666044,90.01530997244173
2,detector,spectral,green,7,18.0,96.16565260284142,153.332987377291
2,detector,spectral,green,8,3.0,13.046218624618325,261.77602776759085
2,detector,spectral,green,9,5.0,22.064367210055934,349.26680013780094
2,detector,spectral,green,10,7.0,33.24048174692815,412.4314283512725
2,detector,spectral,green,11,4.0,15.849892826785016,425.1529991456926
2,detector,spectral,green,12,8.0,57.81458862839887,262.856955822912
2,detector,spectral,green,13,10.0,61.34825267158644,265.458450290312
2,detector,spectral,green,14,11.0,65.18870842917612,266.9028320528704
2,detector,spectral,green,15,12.0,70.79958530688133,306.24346746944985
2,detector,spectral,green,16,17.0,94.4081605937987,385.0012400054789
2,detector,spectral,green,17,20.0,113.05843805858808,319.54663202149663
2,detector,spectral,green,18,21.0,127.93213046469327,256.02429952732786
2,detector,spectral,green,19,22.0,147.50315777280568,292.9162603111684
2,detector,spectral,green,20,23.0,165.1513319053769,382.5404973946709
2,detector,spectral,green,21,24.0,171.77055940828518,472.8454131415048
2,detector,spectral,green,22,25.0,180.5517515028648,477.6787578603245
2,detector,spectral,green,23,26.0,182.8409079912532,46.798578628688695
2,detector,spectral,green,24,27.0,189.748260601279,24.892155286938877
2,detector,spectral,green,25,31.0,223.48116047603045,45.70528600637419
2,detector,spectral,green,26,30.0,218.7154025850344,89.90428048410446
2,detector,spectral,green,27,29.0,206.9731743422027,202.97914265905243
2,detector,spectral,green,28,28.0,202.1815926496908,266.02142996683244
2,detector,spectral,green,29,33.0,262.7488138561545,48.048864697202
2,detector,spectral,green,30,34.0,313.1948289900011,58.85197789885644
2,detector,spectral,green,31,35.0,316.165199399699,93.27550081931936
2,detector,spectral,green,32,36.0,322.84088934450466,95.05679768736938
2,detector,spectral,green,33,39.0,347.257379579861,257.61535768754334
2,detector,spectral,green,34,37.0,324.97164530054545,458.9034917414498
2,detector,spectral,green,35,38.0,342.7287665707305,502.4793272907613
2,detector,spectral,green,36,40.0,377.6020154638741,115.3476762962256
2,detector,spectral,green,37,41.0,393.3099671062213,117.02242221876556
2,detector,spectral,green,38,42.0,436.9875721317002,130.03874138042272
2,detector,spectral,green,39,44.0,455.6972347623613,114.72301425417446
2,detector,spectral,green,40,46.0,463.8612530151621,120.66741860134744
2,detector,spectral,green,41,43.0,451.90326459308807,334.9081569994749
2,detector,spectral,green,42,45.0,460.426961460906,336.06463954766855
2,detector,spectral,green,43,47.0,465.87203046440015,337.5934985714458
2,detector,spectral,green,44,48.0,483.0034075978244,400.7392980408611
2,detector,spectral,yellow,0,6.0,29.99625923751541,72.24711720902516
2,detector,spectral,yellow,1,14.0,75.88763868611662,43.67526539177092
2,detector,spectral,yellow,2,15.0,82.4183150533179,51.24239808493101
2,detector,spectral,yellow,3,9.0,57.709136893444345,89.73049256286453
2,detector,spectral,yellow,4,13.0,68.93497626278302,88.552318776289
2,detector,spectral,yellow,5,16.0,85.61424225187106,92.6646203578708
2,detector,spectral,yellow,6,19.0,94.12468071210488,96.3677114058467
2,detector,spectral,yellow,7,18.0,93.22525248646052,159.72667350723506
2,detector,spectral,yellow,8,3.0,9.919216062638586,267.94785338968467
2,detector,spectral,yellow,9,5.0,18.92704904083293,355.43708606528514
2,detector,spectral,yellow,10,7.0,30.278708234083272,418.6106145895791
2,detector,spectral,yellow,11,4.0,12.941907026373906,431.3868752780412
2,detector,spectral,yellow,12,8.0,55.044716854154814,268.90729756780735
2,detector,spectral,yellow,13,10.0,58.82876140070079,271.6693131345838
2,detector,spectral,yellow,14,11.0,62.649816272995935,273.1660231031158
2,detector,spectral,yellow,15,12.0,67.68817024754175,312.0512851408248
2,detector,spectral,yellow,16,17.0,91.25913170190746,391.1359723236933
2,detector,spectral,yellow,17,20.0,109.9290575288868,325.43604884234674
2,detector,spectral,yellow,18,21.0,124.8702006928216,262.5117165260833
2,detector,spectral,yellow,19,22.0,144.99676479502455,299.2872530847765
2,detector,spectral,yellow,20,23.0,162.19998131919553,388.5716018965394
2,detector,spectral,yellow,21,24.0,169.02388684224135,479.00652457197447
2,detector,spectral,yellow,22,26.0,177.74633824583424,484.0532793561946
2,detector,spectral,yellow,23,25.0,179.87653138908462,52.86031868739499
2,detector,spectral,yellow,24,27.0,186.72005983203124,30.88906806863905
2,detector,spectral,yellow,25,31.0,220.61192792350943,51.81568077287442
2,detector,spectral,yellow,26,30.0,215.9783934090197,96.06467890522848
2,detector,spectral,yellow,27,29.0,203.94975266976084,209.2471398224826
2,detector,spectral,yellow,28,28.0,199.12801026030476,272.3133958399334
2,detector,spectral,yellow,29,33.0,259.75868729615104,54.35472650480822
2,detector,spectral,yellow,30,36.0,310.3251520623298,64.952699199272
2,detector,spectral,yellow,31,37.0,313.3280615833185,99.30164028438018
2,detector,spectral,yellow,32,38.0,320.0090939479168,101.07756129069276
2,detector,spectral,yellow,33,41.0,344.4538349986341,263.8482308658127
2,detector,spectral,yellow,34,39.0,322.4839434853133,465.4515154181798
2,detector,spectral,yellow,35,40.0,340.031158743687,508.8953853870663
2,detector,spectral,yellow,36,42.0,374.7049280147263,121.44546041367444
2,detector,spectral,yellow,37,43.0,390.6106427470101,123.22894107114054
2,detector,spectral,yellow,38,44.0,434.1550828863751,136.22266502240592
2,detector,spectral,yellow,39,46.0,452.811614367163,120.79532366966488
2,detector,spectral,yellow,40,48.0,461.10487765592165,126.80383752850032
2,detector,spectral,yellow,41,45.0,449.2456476315412,341.0821792194079
2,detector,spectral,yellow,42,47.0,457.6695020110012,342.5882447760128
2,detector,spectral,yellow,43,49.0,463.00165278626,343.54260899829063
2,detector,spectral,yellow,44,50.0,480.6906472068288,406.97761330596256
2,detector,spectral,red,0,7.0,36.84214110868757,65.41066051492433
2,detector,spectral,red,1,15.0,82.48724982220466,37.18554454995619
2,detector,spectral,red,2,16.0,89.541450786334,44.45748435110016
2,detector,spectral,red,3,10.0,64.47636429050577,82.58312097900003
2,detector,spectral,red,4,14.0,75.69206289602597,81.41900034003923
2,detector,spectral,red,5,17.0,92.37702620066504,85.56313295682496
2,detector,spectral,red,6,20.0,101.03436093277848,88.96234344897358
2,detector,spectral,red,7,19.0,100.00805641489124,151.73788745159882
2,detector,spectral,red,8,4.0,16.82250405940219,259.81247206513547
2,detector,spectral,red,9,6.0,25.93563863231149,347.0032217222397
2,detector,spectral,red,10,8.0,37.087077014786026,409.99955918337287
2,detector,spectral,red,11,5.0,19.604768443200705,423.2721332141291
2,detector,spectral,red,12,9.0,61.68009603522206,260.67145802034577
2,detector,spectral,red,13,11.0,65.40123997173299,263.2476385569329
2,detector,spectral,red,14,12.0,68.97341777337536,264.9519920062856
2,detector,spectral,red,15,13.0,74.30510289683758,303.6818521725328
2,detector,spectral,red,16,18.0,98.3441458658194,383.0122031939655
2,detector,spectral,red,17,21.0,116.88789463546374,317.4639898296594
2,detector,spectral,red,18,22.0,132.03752674344554,254.2187082400692
2,detector,spectral,red,19,23.0,151.18072898108056,291.0063586651454
2,detector,spectral,red,20,24.0,169.1233756122883,380.1506759317792
2,detector,spectral,red,21,25.0,175.76178422384024,470.51955842652495
2,detector,spectral,red,22,26.0,184.57505276678904,475.4393957831877
2,detector,spectral,red,23,27.0,186.87615099886816,46.33454283988526
2,detector,spectral,red,24,28.0,193.77060285412904,24.572343981686465
2,detector,spectral,red,25,32.0,227.6270976176754,45.413137145745445
2,detector,spectral,red,26,31.0,222.68113041566463,88.96042892894795
2,detector,spectral,red,27,30.0,210.8409900828147,201.11941436548548
2,detector,spectral,red,28,29.0,205.9610742310576,263.9964701770374
2,detector,spectral,red,29,34.0,266.7891916561172,47.49863065433163
2,detector,spectral,red,30,35.0,317.6178103766335,58.300315488765705
2,detector,spectral,red,31,36.0,320.3938406023764,92.08132555307252
2,detector,spectral,red,32,37.0,327.014519289555,93.9736836714925
2,detector,spectral,red,33,40.0,351.7674426862037,255.66512489372096
2,detector,spectral,red,34,38.0,328.97324119591457,456.5123480631144
2,detector,spectral,red,35,39.0,346.9553920395504,500.4820755684783
2,detector,spectral,red,36,41.0,381.5785491848566,113.943077562273
2,detector,spectral,red,37,42.0,397.346456292345,115.61096102687468
2,detector,spectral,red,38,43.0,441.06839880628434,128.80828146244832
2,detector,spectral,red,39,45.0,459.7649408357352,113.41579976540172
2,detector,spectral,red,40,47.0,467.8395582911159,119.56819331899104
2,detector,spectral,red,41,44.0,455.92488130238246,332.9460722022292
2,detector,spectral,red,42,46.0,463.90777643907336,334.3036183755769
2,detector,spectral,red,43,48.0,469.9438500695693,335.45851744111485
2,detector,spectral,red,44,49.0,487.17170648146094,398.6452851838045
2,detector,camera,DAPI,0,29.0,301.1897361680962,297.9154651250257
2,detector,camera,DAPI,1,39.0,347.28485706754384,271.0254514095169
2,detector,camera,DAPI,2,40.0,353.5027016720905,279.00443524145265
2,detector,camera,DAPI,3,36.0,327.49986293796775,316.4778162548512
2,detector,camera,DAPI,4,37.0,338.4252491864612,315.8018947586657
2,detector,camera,DAPI,5,41.0,354.57285385128466,320.889369454184
2,detector,camera,DAPI,6,43.0,362.8000464565568,324.6101160281521
2,detector,camera,DAPI,7,42.0,359.4709542541396,387.5144004983814
2,detector,camera,DAPI,8,25.0,272.7031391704349,493.0137910049661
2,detector,camera,DAPI,9,26.0,277.50248552217727,581.5189586077645
2,detector,camera,DAPI,10,28.0,285.84757495735545,645.8322686344451
2,detector,camera,DAPI,11,23.0,268.0137685330712,657.9843146592443
2,detector,camera,DAPI,12,32.0,316.51660390904965,495.52918800507297
2,detector,camera,DAPI,13,33.0,319.69249545522644,498.6591177115623
2,detector,camera,DAPI,14,34.0,323.5091072489402,500.4741924762931
2,detector,camera,DAPI,15,35.0,327.0363596325948,540.0140801527498
2,detector,camera,DAPI,16,38.0,346.6718476908867,620.8972625676985
2,detector,camera,DAPI,17,44.0,368.2634102340892,555.339763762119
2,detector,camera,DAPI,18,45.0,385.5074836489148,492.033255901062
2,detector,camera,DAPI,19,46.0,403.0003941388627,530.2813245642355
2,detector,camera,DAPI,20,47.0,416.5117135875692,621.1792663976232
2,detector,camera,DAPI,21,48.0,418.98424983432136,712.5058797523361
2,detector,camera,DAPI,22,49.0,427.2314154878362,717.6074022154601
2,detector,camera,DAPI,23,51.0,449.1373387352103,285.09688052467385
2,detector,camera,DAPI,24,52.0,456.6192892296228,263.2107721480166
2,detector,camera,DAPI,25,56.0,488.7225552682416,285.73954108038026
2,detector,camera,DAPI,26,55.0,482.314039858511,329.6582376323407
2,detector,camera,DAPI,27,54.0,465.50082034983154,442.0171147449796
2,detector,camera,DAPI,28,53.0,457.9956049227544,505.2997234858341
2,detector,camera,DAPI,29,58.0,527.1745441332172,289.81665040467027
2,detector,camera,DAPI,30,60.0,576.4987853417676,302.7865714612305
2,detector,camera,DAPI,31,61.0,577.7206664029941,337.0238800403633
2,detector,camera,DAPI,32,62.0,584.2708276627536,339.01954644612374
2,detector,camera,DAPI,33,64.0,600.7228724214356,502.97693384230087
2,detector,camera,DAPI,34,59.0,569.820849950117,705.1729625237404
2,detector,camera,DAPI,35,63.0,585.0076876230652,749.9961622312579
2,detector,camera,DAPI,36,65.0,637.0056569143801,361.686440743656
2,detector,camera,DAPI,37,67.0,652.0084862150127,364.2727618681275
2,detector,camera,DAPI,38,71.0,694.5067463627446,379.03453847331406
2,detector,camera,DAPI,39,76.0,713.2010718301003,364.80169771578505
2,detector,camera,DAPI,40,79.0,721.0202934007738,371.1682272225546
2,detector,camera,DAPI,41,72.0,699.593439644998,585.7729490867188
2,detector,camera,DAPI,42,75.0,707.972586008614,587.5056669427381
2,detector,camera,DAPI,43,77.0,713.3958933595572,588.7864432090288
2,detector,camera,DAPI,44,80.0,727.5077156648944,653.5015192431993
2,detector,camera,FITC,0,28.0,301.0061970093057,296.74863612115325
2,detector,camera,FITC,1,38.0,347.04463285588173,270.17169213271444
2,detector,camera,FITC,2,39.0,353.5006765296748,277.9826842229755
2,detector,camera,FITC,3,35.0,327.48021837548345,315.4979225725544
2,detector,camera,FITC,4,36.0,338.3383044049834,314.96305978345896
2,detector,camera,FITC,5,40.0,354.6372380248723,319.89283223011154
2,detector,camera,FITC,6,42.0,363.0,323.4993028768522
2,detector,camera,FITC,7,41.0,359.3065829028709,386.6750249349172
2,detector,camera,FITC,8,24.0,272.6926905869641,492.0493387525601
2,detector,camera,FITC,9,25.0,277.4991379303917,580.5410812361791
2,detector,camera,FITC,10,27.0,285.7248072176789,644.9862084024853
2,detector,camera,FITC,11,22.0,267.9999733138111,657.2548163027799
2,detector,camera,FITC,12,31.0,316.50842913401226,494.9720167125375
2,detector,camera,FITC,13,32.0,319.69910269458745,497.6695856434612
2,detector,camera,FITC,14,33.0,323.5147101497552,499.4780184963449
2,detector,camera,FITC,15,34.0,327.2686011597714,539.0085628171933
2,detector,camera,FITC,16,37.0,346.5750638187794,619.9966513291353
2,detector,camera,FITC,17,43.0,368.2034167018064,554.5682631736186
2,detector,camera,FITC,18,44.0,385.5003163890036,491.07475363330025
2,detector,camera,FITC,19,45.0,403.01558353565247,529.4708106090962
2,detector,camera,FITC,20,46.0,416.3913082488543,620.3600671806785
2,detector,camera,FITC,21,47.0,418.9856294338727,711.7254376431331
2,detector,camera,FITC,22,49.0,427.5015105483164,717.0132897205973
2,detector,camera,FITC,23,51.0,449.12912203676456,283.9869394991754
2,detector,camera,FITC,24,52.0,456.6063375607175,262.2053470401107
2,detector,camera,FITC,25,56.0,488.6252336094138,284.5442564469671
2,detector,camera,FITC,26,55.0,482.0353960186919,328.50336035093034
2,detector,camera,FITC,27,54.0,465.6780576062336,441.0318491036553
2,detector,camera,FITC,28,53.0,457.6945259063806,504.3272422592279
2,detector,camera,FITC,29,58.0,527.0270476439287,288.5297643564169
2,detector,camera,FITC,30,61.0,576.4661333599572,301.7533697405359
2,detector,camera,FITC,31,62.0,577.7280932538439,336.0384635040794
2,detector,camera,FITC,32,63.0,584.11917691349,338.15366513121063
2,detector,camera,FITC,33,65.0,600.9908319212299,502.0214592718087
2,detector,camera,FITC,34,60.0,569.6855649751458,704.3227909393945
2,detector,camera,FITC,35,64.0,585.009661678457,749.2412806014493
2,detector,camera,FITC,36,66.0,637.0439954537035,360.7255509168125
2,detector,camera,FITC,37,68.0,652.1596934330341,363.1658245367278
2,detector,camera,FITC,38,72.0,694.5072680859187,378.0543110125309
2,detector,camera,FITC,39,77.0,713.1692045729765,363.8356415327029
2,detector,camera,FITC,40,80.0,721.1659824722346,370.01936380939657
2,detector,camera,FITC,41,73.0,699.5138102611085,584.5367178948165
2,detector,camera,FITC,42,76.0,707.5397044361428,586.5265100855671
2,detector,camera,FITC,43,79.0,713.2548194026601,587.9977415368409
2,detector,camera,FITC,44,81.0,728.0,653.0
2,detector,camera,YFP,0,28.0,300.5829114496313,296.64888068535265
2,detector,camera,YFP,1,37.0,346.65578741182736,270.05625648776714
2,detector,camera,YFP,2,39.0,353.0017285873814,277.936129941169
2,detector,camera,YFP,3,34.0,326.96495470113814,315.3189843683302
2,detector,camera,YFP,4,36.0,338.1025651222615,314.82913156103604
2,detector,camera,YFP,5,40.0,354.03348208470175,319.5441809087773
2,detector,camera,YFP,6,42.0,362.4837586070693,323.48916166874284
2,detector,camera,YFP,7,41.0,358.5235636289676,386.51604303758194
2,detector,camera,YFP,8,24.0,272.03052976520024,492.0180611301319
2,detector,camera,YFP,9,25.0,277.00055071680066,580.5273672261468
2,detector,camera,YFP,10,27.0,285.1571891766016,644.857001782562
2,detector,camera,YFP,11,22.0,267.49718574131447,656.9965567659564
2,detector,camera,YFP,12,31.0,316.0371856587418,494.7237726096717
2,detector,camera,YFP,13,32.0,319.2459897809307,497.5988836427701
2,detector,camera,YFP,14,33.0,323.18708051345425,499.3834847823783
2,detector,camera,YFP,15,35.0,326.7139469471468,538.9798914593006
2,detector,camera,YFP,16,38.0,346.2608474243036,619.8075026904096
2,detector,camera,YFP,17,43.0,367.6184371626375,554.4089262068993
2,detector,camera,YFP,18,44.0,384.9875755778802,491.2657112897783
2,detector,camera,YFP,19,45.0,402.5328971786399,529.0747646648567
2,detector,camera,YFP,20,46.0,415.8373349420097,620.0538777569843
2,detector,camera,YFP,21,47.0,418.48277997549775,711.5253531646644
2,detector,camera,YFP,22,49.0,426.99379239456,716.9811920400626
2,detector,camera,YFP,23,51.0,448.5200763747943,283.85224985121823
2,detector,camera,YFP,24,52.0,456.2709686072639,262.00189671555955
2,detector,camera,YFP,25,56.0,488.4089681016031,284.4480721315595
2,detector,camera,YFP,26,55.0,481.7281472208893,328.4259526255598
2,detector,camera,YFP,27,54.0,465.0174085084752,441.00347100536993
2,detector,camera,YFP,28,53.0,457.4844945632964,504.458054957138
2,detector,camera,YFP,29,58.0,526.6761699816293,288.9025101105845
2,detector,camera,YFP,30,61.0,575.7201488142651,301.7214889754043
2,detector,camera,YFP,31,62.0,577.3030431568006,336.0029842339519
2,detector,camera,YFP,32,63.0,583.6910244245324,338.0356891016843
2,detector,camera,YFP,33,65.0,600.4963545725778,501.9988559556597
2,detector,camera,YFP,34,60.0,569.3308401955035,704.3059581627685
2,detector,camera,YFP,35,64.0,584.5070769947264,749.0032085551028
2,detector,camera,YFP,36,66.0,636.6044437222247,360.82112728762297
2,detector,camera,YFP,37,68.0,651.7013615709295,363.01389817888986
2,detector,camera,YFP,38,72.0,693.9974958429536,378.2572190948897
2,detector,camera,YFP,39,77.0,712.9466396343513,363.6628562448209
2,detector,camera,YFP,40,80.0,720.79462710153,369.9763543728751
2,detector,camera,YFP,41,73.0,699.4623714681874,584.5306255839967
2,detector,camera,YFP,42,76.0,707.4905466839809,586.5113773864618
2,detector,camera,YFP,43,78.0,712.7923608336127,587.6114745273676
2,detector,camera,YFP,44,81.0,727.0,652.49928875477
2,detector,camera,TRITC,0,28.0,300.0890413514934,297.8890155250579
2,detector,camera,TRITC,1,37.0,346.05844244525275,271.2041696182312
2,detector,camera,TRITC,2,38.0,352.5245081723738,279.0085314964078
2,detector,camera,TRITC,3,34.0,326.50429720607923,316.4962956364418
2,detector,camera,TRITC,4,35.0,337.5143131877944,315.97399696540026
2,detector,camera,TRITC,5,39.0,353.56423585019763,320.7753024389208
2,detector,camera,TRITC,6,41.0,361.94037428027553,324.693147026618
2,detector,camera,TRITC,7,40.0,358.0325777483708,387.7262967016603
2,detector,camera,TRITC,8,24.0,271.70923255224454,493.0101519416349
2,detector,camera,TRITC,9,25.0,276.5078369533479,581.5154987483928
2,detector,camera,TRITC,10,27.0,284.8587475291358,645.8350878099001
2,detector,camera,TRITC,11,22.0,267.0166713239012,657.933201957842
2,detector,camera,TRITC,12,30.0,315.51786947888166,495.5354094602683
2,detector,camera,TRITC,13,31.0,318.9847048989014,498.5200865941568
2,detector,camera,TRITC,14,32.0,322.7647430400252,500.20744819610223
2,detector,camera,TRITC,15,33.0,326.1683204299436,539.8814990763897
2,detector,camera,TRITC,16,36.0,345.7253539928201,620.6697457826551
2,detector,camera,TRITC,17,42.0,367.1323973577518,555.4218388541294
2,detector,camera,TRITC,18,43.0,384.66847038916217,492.04309194469926
2,detector,camera,TRITC,19,44.0,402.11028111383536,530.1622738064931
2,detector,camera,TRITC,20,45.0,415.4599275779819,621.0098383837992
2,detector,camera,TRITC,21,46.0,417.97006912107423,712.321403451736
2,detector,camera,TRITC,22,47.0,426.3504521902397,717.8361950670815
2,detector,camera,TRITC,23,50.0,448.12317365731633,285.1332188883048
2,detector,camera,TRITC,24,51.0,455.8479374775752,263.1367402733794
2,detector,camera,TRITC,25,55.0,487.7462548719299,285.72018258050275
2,detector,camera,TRITC,26,54.0,481.006769533906,329.5122673764339
2,detector,camera,TRITC,27,53.0,464.49682598648417,442.0201400984428
2,detector,camera,TRITC,28,52.0,456.86070512769794,505.158091089049
2,detector,camera,TRITC,29,57.0,526.0132093051878,289.72697980396595
2,detector,camera,TRITC,30,60.0,575.227640873496,302.8850688942641
2,detector,camera,TRITC,31,61.0,576.6674329795792,337.12592442414655
2,detector,camera,TRITC,32,62.0,583.0990942267391,339.15601659726167
2,detector,camera,TRITC,33,64.0,599.8378933632024,502.8791124572288
2,detector,camera,TRITC,34,59.0,568.5211478972383,704.9932656994612
2,detector,camera,TRITC,35,63.0,583.9910113567828,749.7498979920632
2,detector,camera,TRITC,36,65.0,635.9057752786867,361.7922813284935
2,detector,camera,TRITC,37,67.0,650.988749531169,364.0440431312129
2,detector,camera,TRITC,38,71.0,693.1580994191944,379.1479388157263
2,detector,camera,TRITC,39,76.0,712.036937561788,364.6979919931262
2,detector,camera,TRITC,40,79.0,719.9959289397714,371.02008627720215
2,detector,camera,TRITC,41,72.0,698.1141940627945,585.4996187083229
2,detector,camera,TRITC,42,75.0,706.5130056177825,587.4983045140652
2,detector,camera,TRITC,43,77.0,712.0171797386478,588.7094630660285
2,detector,camera,TRITC,44,80.0,726.4766322387229,653.486469566769
2,color,spectral,blue,0,7.0,37.16007418281689,72.3131228488255
2,color,spectral,blue,1,14.0,80.71732551599104,42.51600812371461
2,color,spectral,blue,2,15.0,88.98930594531546,52.415624229119096
2,color,spectral,blue,3,11.0,69.04828324399743,90.42398570239448
2,color,spectral,blue,4,13.0,74.60252086338082,89.20997753829555
2,color,spectral,blue,5,16.0,91.59035471191004,92.94043563265105
2,color,spectral,blue,6,17.0,100.1602294695673,96.08977814379163
2,color,spectral,blue,7,18.0,99.0,159.44867739350923
2,color,spectral,blue,8,4.0,22.56478435686816,277.7225534211996
2,color,spectral,blue,9,5.0,25.0,354.4035014530335
2,color,spectral,blue,10,6.0,36.165023714755534,417.6947578550229
2,color,spectral,blue,11,8.0,60.764639870442295,268.6819382023249
2,color,spectral,blue,12,9.0,64.1542198800913,270.83241421645937
2,color,spectral,blue,13,10.0,68.04279607106324,272.33004533920194
2,color,spectral,blue,14,12.0,73.24920770927841,311.6665931800273
2,color,spectral,blue,15,19.0,100.12362331606958,390.1057928807197
2,color,spectral,blue,16,20.0,116.85376259899616,325.8470789346023
2,color,spectral,blue,17,21.0,131.44285775649368,262.88400752742336
2,color,spectral,blue,18,22.0,175.0561659290666,477.9835698378012
2,color,spectral,blue,19,23.0,184.09243355077655,482.7010175687519
2,color,spectral,blue,20,24.0,196.5017092902435,42.46946545654954
2,color,spectral,blue,21,28.0,225.9962502905079,51.988908738347575
2,color,spectral,blue,22,27.0,222.30437024665048,95.98319540415194
2,color,spectral,blue,23,26.0,210.28302013590303,208.8894556604972
2,color,spectral,blue,24,25.0,205.3670715332049,271.7218372085945
2,color,spectral,blue,25,30.0,266.3411125472666,54.627993973307376
2,color,spectral,blue,26,29.0,263.4796441427012,336.3501033821316
